< Inclusion NoInc 6 >
< id typeid pointid lx ly lz >
           0            1            5    0.499   -0.864    0.059
           1            1           22    0.481   -0.765   -0.429
           2            2           30   -0.177   -0.945    0.275
           3            1         4036    1.000    0.000    0.000
           4            1         3765    1.000    0.000    0.000
           5            1         1780    1.000    0.000    0.000
