 id  X Y Z H K Area
0   0  0  2  0   0   0.907029
1   0  0.952381  2  0   0   0.907029
2   0  1.90476  2  0   0   0.907029
3   0  2.85714  2  0   0   0.907029
4   0  3.80952  2  0   0   0.907029
5   0  4.7619  2  0   0   0.907029
6   0  5.71429  2  0   0   0.907029
7   0  6.66667  2  0   0   0.907029
8   0  7.61905  2  0   0   0.907029
9   0  8.57143  2  0   0   0.907029
10   0  9.52381  2  0   0   0.907029
11   0  10.4762  2  0   0   0.907029
12   0  11.4286  2  0   0   0.907029
13   0  12.381  2  0   0   0.907029
14   0  13.3333  2  0   0   0.907029
15   0  14.2857  2  0   0   0.907029
16   0  15.2381  2  0   0   0.907029
17   0  16.1905  2  0   0   0.907029
18   0  17.1429  2  0   0   0.907029
19   0  18.0952  2  0   0   0.907029
20   0  19.0476  2  0   0   0.907029
21   0.952381  0  2  0   0   0.907029
22   0.952381  0.952381  2  0   0   0.907029
23   0.952381  1.90476  2  0   0   0.907029
24   0.952381  2.85714  2  0   0   0.907029
25   0.952381  3.80952  2  0   0   0.907029
26   0.952381  4.7619  2  0   0   0.907029
27   0.952381  5.71429  2  0   0   0.907029
28   0.952381  6.66667  2  0   0   0.907029
29   0.952381  7.61905  2  0   0   0.907029
30   0.952381  8.57143  2  0   0   0.907029
31   0.952381  9.52381  2  0   0   0.907029
32   0.952381  10.4762  2  0   0   0.907029
33   0.952381  11.4286  2  0   0   0.907029
34   0.952381  12.381  2  0   0   0.907029
35   0.952381  13.3333  2  0   0   0.907029
36   0.952381  14.2857  2  0   0   0.907029
37   0.952381  15.2381  2  0   0   0.907029
38   0.952381  16.1905  2  0   0   0.907029
39   0.952381  17.1429  2  0   0   0.907029
40   0.952381  18.0952  2  0   0   0.907029
41   0.952381  19.0476  2  0   0   0.907029
42   1.90476  0  2  0   0   0.907029
43   1.90476  0.952381  2  0   0   0.907029
44   1.90476  1.90476  2  0   0   0.907029
45   1.90476  2.85714  2  0   0   0.907029
46   1.90476  3.80952  2  0   0   0.907029
47   1.90476  4.7619  2  0   0   0.907029
48   1.90476  5.71429  2  0   0   0.907029
49   1.90476  6.66667  2  0   0   0.907029
50   1.90476  7.61905  2  0   0   0.907029
51   1.90476  8.57143  2  0   0   0.907029
52   1.90476  9.52381  2  0   0   0.907029
53   1.90476  10.4762  2  0   0   0.907029
54   1.90476  11.4286  2  0   0   0.907029
55   1.90476  12.381  2  0   0   0.907029
56   1.90476  13.3333  2  0   0   0.907029
57   1.90476  14.2857  2  0   0   0.907029
58   1.90476  15.2381  2  0   0   0.907029
59   1.90476  16.1905  2  0   0   0.907029
60   1.90476  17.1429  2  0   0   0.907029
61   1.90476  18.0952  2  0   0   0.907029
62   1.90476  19.0476  2  0   0   0.907029
63   2.85714  0  2  0   0   0.907029
64   2.85714  0.952381  2  0   0   0.907029
65   2.85714  1.90476  2  0   0   0.907029
66   2.85714  2.85714  2  0   0   0.907029
67   2.85714  3.80952  2  0   0   0.907029
68   2.85714  4.7619  2  0   0   0.907029
69   2.85714  5.71429  2  0   0   0.907029
70   2.85714  6.66667  2  0   0   0.907029
71   2.85714  7.61905  2  0   0   0.907029
72   2.85714  8.57143  2  0   0   0.907029
73   2.85714  9.52381  2  0   0   0.907029
74   2.85714  10.4762  2  0   0   0.907029
75   2.85714  11.4286  2  0   0   0.907029
76   2.85714  12.381  2  0   0   0.907029
77   2.85714  13.3333  2  0   0   0.907029
78   2.85714  14.2857  2  0   0   0.907029
79   2.85714  15.2381  2  0   0   0.907029
80   2.85714  16.1905  2  0   0   0.907029
81   2.85714  17.1429  2  0   0   0.907029
82   2.85714  18.0952  2  0   0   0.907029
83   2.85714  19.0476  2  0   0   0.907029
